trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Stimulus,Target,thisRow.t,notes,start.started,text.started,key_resp.started,start.stopped,key_resp.keys,key_resp.rt,key_resp.duration,explicacion.started,text_2.started,text_2.stopped,explicacion.stopped,stimuli.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,0.018569599999864295,0.03579439999975875,0.03579439999975875,2.2994481000000633,return,2.2464374000001044,None,,,,,,1,001,2024-02-26_11h52.09.177,ssr_1,2023.2.3,59.99876402549012,2024-02-26 11h52.17.755913 +0100,
,,,,,,,,,,,,,,,2.299470999999812,2.3147212999997464,,3.298935299999812,3.3052004999999554,,,,,,,,
