Stimulus,Target,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,start.started,text.started,key_resp.started,start.stopped,key_resp.keys,key_resp.rt,key_resp.duration,explicacion.started,text_2.started,text_2.stopped,explicacion.stopped,stimuli.started,figura.started,key_resp_2.started,stimuli.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,figura.stopped,key_resp_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
1.png,1,0,9,9,27,10.140203400000246,,,,,,,,,,,,,10.12468810000064,10.140203400000246,10.140203400000246,10.691420500000277,space,0.5381117999995695,None,,,1,001,2024-02-26_12h20.55.339,ssr_1,2023.2.3,60.01503976897043,2024-02-26 12h21.00.486289 +0100,
1.png,1,0,10,10,30,10.706976600000417,,,,,,,,,,,,,10.691796200000681,10.706976600000417,10.706976600000417,11.690548400000807,None,,,11.707262800000535,11.707262800000535,1,001,2024-02-26_12h20.55.339,ssr_1,2023.2.3,60.01503976897043,2024-02-26 12h21.00.486289 +0100,
22.png,0,0,11,11,21,11.707262800000535,,,,,,,,,,,,,11.690818400000353,11.707262800000535,11.707262800000535,11.840702700000293,space,0.11868690000028437,None,,,1,001,2024-02-26_12h20.55.339,ssr_1,2023.2.3,60.01503976897043,2024-02-26 12h21.00.486289 +0100,
2.png,1,0,12,12,35,11.856926200000089,,,,,,,,,,,,,11.84107370000038,11.856926200000089,11.856926200000089,12.374801500000103,space,0.5152873000006366,None,,,1,001,2024-02-26_12h20.55.339,ssr_1,2023.2.3,60.01503976897043,2024-02-26 12h21.00.486289 +0100,
4.png,0,0,13,13,3,12.390272400000867,,,,,,,,,,,,,12.37517840000055,12.390272400000867,12.390272400000867,13.390300900000511,None,,,,,1,001,2024-02-26_12h20.55.339,ssr_1,2023.2.3,60.01503976897043,2024-02-26 12h21.00.486289 +0100,
1.png,1,0,14,14,28,13.40678509999998,,,,,,,,,,,,,13.390610300000844,13.40678509999998,13.40678509999998,13.874032500000794,space,0.4662517000006119,None,,,1,001,2024-02-26_12h20.55.339,ssr_1,2023.2.3,60.01503976897043,2024-02-26 12h21.00.486289 +0100,
15.png,0,0,15,15,14,13.890198100000816,,,,,,,,,,,,,13.874386200000117,13.890198100000816,13.890198100000816,14.873416400000679,None,,,14.889769700000215,14.889769700000215,1,001,2024-02-26_12h20.55.339,ssr_1,2023.2.3,60.01503976897043,2024-02-26 12h21.00.486289 +0100,
1.png,1,0,16,16,0,14.889769700000215,,,,,,,,,,,,,14.873699800000395,14.889769700000215,14.889769700000215,15.390530399999989,space,0.4910325000000739,None,,,1,001,2024-02-26_12h20.55.339,ssr_1,2023.2.3,60.01503976897043,2024-02-26 12h21.00.486289 +0100,
6.png,0,0,17,17,5,15.406603200000063,,,,,,,,,,,,,15.390912600000775,15.406603200000063,15.406603200000063,15.90758630000073,space,0.4989287999997032,None,,,1,001,2024-02-26_12h20.55.339,ssr_1,2023.2.3,60.01503976897043,2024-02-26 12h21.00.486289 +0100,
18.png,0,0,18,18,17,15.923663300000044,,,,,,,,,,,,,15.907946700000139,15.923663300000044,15.923663300000044,16.907202500000494,None,,,16.92425490000005,16.92425490000005,1,001,2024-02-26_12h20.55.339,ssr_1,2023.2.3,60.01503976897043,2024-02-26 12h21.00.486289 +0100,
19.png,0,0,19,19,18,16.92425490000005,,,,,,,,,,,,,16.907474500000717,16.92425490000005,16.92425490000005,17.92352530000062,None,,,,,1,001,2024-02-26_12h20.55.339,ssr_1,2023.2.3,60.01503976897043,2024-02-26 12h21.00.486289 +0100,
,,,,,,17.939884800000073,,,,,,,,,,,,,17.923888200000874,17.939884800000073,17.939884800000073,,,,,,,,,,,,,,
