thisRow.t,notes,trial.started,target.started,mouse.started,trial.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,experiment,date,expName,psychopyVersion,frameRate,expStart,
,,0.023409800007357262,0.31392800000321586,0.2563055000064196,2.8671768000058364,[-0.2777777777777778],[0.17824074074074073],[1],[0],[0],[2.610314399993513],['target'],1,2024-03-04_12h30.37.035,visualsearch,2023.2.3,59.999016015629614,2024-03-04 12h30.41.888963 +0100,
