trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,target.started,mouse.started,experiment,date,expName,psychopyVersion,frameRate,expStart,
,,,,0.28799089998938143,,0.03287580003961921,0.28799089998938143,0.2347656000056304,,,,,,,
