trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,target.started,mouse.started,experiment,date,expName,psychopyVersion,frameRate,expStart,
,,,,0.2763008999754675,,0.03623689996311441,0.2763008999754675,0.2342314000125043,,,,,,,
