thisRow.t,notes,intro.started,hello.started,welcome.started,hello.stopped,welcome.stopped,wait_key.started,key_resp.started,participant,age,date,expName,psychopyVersion,frameRate,expStart,
,,0.022548500099219382,0.03822680003941059,2.0006436000112444,2.050571700092405,4.0005624000914395,4.0005624000914395,4.0005624000914395,,,,,,,,
