image,stimulus_loop.thisRepN,stimulus_loop.thisTrialN,stimulus_loop.thisN,stimulus_loop.thisIndex,thisRow.t,notes,intro.started,hello.started,welcome.started,hello.stopped,welcome.stopped,wait_key.started,key_resp.started,intro.stopped,key_resp.keys,key_resp.rt,key_resp.duration,show_stimulus.started,stim.started,show_stimulus.stopped,gabor.started,gabor_txt.started,gabor_stim.started,gabor_txt.stopped,gabor.stopped,wrap_up.started,txt1.started,txt2.started,txt1.stopped,txt2.stopped,txt3.started,txt3.stopped,wrap_up.stopped,participant,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,0.024876500014215708,0.04295170004479587,2.00680299999658,2.0573811000213027,4.0069021000526845,4.0069021000526845,4.0069021000526845,5.607373800012283,return,1.5888620999176055,None,,,,,,,,,,,,,,,,,01,2024-02-14_13h14.07.654,intropy_demo,2023.2.3,60.051007322526694,2024-02-14 13h14.11.236130 +0100,
R.png,0,0,0,1,5.672976500005461,,,,,,,,,,,,,5.624467000016011,5.672976500005461,6.62421020003967,,,,,,,,,,,,,,01,2024-02-14_13h14.07.654,intropy_demo,2023.2.3,60.051007322526694,2024-02-14 13h14.11.236130 +0100,
Matlab.png,0,1,1,2,6.640229500015266,,,,,,,,,,,,,6.624613200081512,6.640229500015266,7.623864700086415,,,,,,,,,,,,,,01,2024-02-14_13h14.07.654,intropy_demo,2023.2.3,60.051007322526694,2024-02-14 13h14.11.236130 +0100,
Python.png,0,2,2,0,7.640182500006631,,,,,,,,,,,,,7.624246400082484,7.640182500006631,8.623936700052582,,,,,,,,,,,,,,01,2024-02-14_13h14.07.654,intropy_demo,2023.2.3,60.051007322526694,2024-02-14 13h14.11.236130 +0100,
,,,,,,,,,,,,,,,,,,,,,8.624006400001235,8.640068300068378,10.620680600055493,10.657217300031334,12.60768040001858,12.60769179998897,12.623099600081332,14.607057300047018,14.62310080009047,16.606478200061247,16.622923400020227,17.622746300068684,17.607050099992193,,,,,,,
