image,stimulus_loop.thisRepN,stimulus_loop.thisTrialN,stimulus_loop.thisN,stimulus_loop.thisIndex,thisRow.t,notes,intro.started,hello.started,welcome.started,hello.stopped,welcome.stopped,wait_key.started,key_resp.started,intro.stopped,key_resp.keys,key_resp.rt,key_resp.duration,show_stimulus.started,stim.started,show_stimulus.stopped,gabor.started,gabor_txt.started,gabor_stim.started,gabor_txt.stopped,gabor.stopped,wrap_up.started,txt1.started,txt2.started,txt1.stopped,txt2.stopped,txt3.started,txt3.stopped,wrap_up.stopped,the_end.started,text_2.started,text_2.stopped,the_end.stopped,participant,age,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,0.03339919995050877,0.0504563000285998,2.0130101999966428,2.0628813999937847,4.012532599968836,4.012532599968836,4.012532599968836,5.264018099987879,return,1.2462055999785662,None,,,,,,,,,,,,,,,,,,,,,01,2,2024-02-16_12h12.02.628,DEMO1,2023.2.3,59.99318479215438,2024-02-16 12h12.09.767042 +0100,
R.png,0,0,0,1,5.312857500044629,,,,,,,,,,,,,5.267381499987096,5.312857500044629,6.279987800051458,,,,,,,,,,,,,,,,,,01,2,2024-02-16_12h12.02.628,DEMO1,2023.2.3,59.99318479215438,2024-02-16 12h12.09.767042 +0100,
Python.png,0,1,1,0,6.296633100020699,,,,,,,,,,,,,6.280248300055973,6.296633100020699,7.2792258999543265,,,,,,,,,,,,,,,,,,01,2,2024-02-16_12h12.02.628,DEMO1,2023.2.3,59.99318479215438,2024-02-16 12h12.09.767042 +0100,
Matlab.png,0,2,2,2,7.296091299969703,,,,,,,,,,,,,7.2794620000058785,7.296091299969703,8.27970389998518,,,,,,,,,,,,,,,,,,01,2,2024-02-16_12h12.02.628,DEMO1,2023.2.3,59.99318479215438,2024-02-16 12h12.09.767042 +0100,
,,,,,,,,,,,,,,,,,,,,,8.27974779997021,8.29644449998159,10.293865900021046,10.31297089997679,12.280014300020412,12.280025099986233,12.295905299950391,14.278848999994807,14.29547749995254,16.278956299996935,16.278956299996935,17.279003100004047,17.262717199977487,17.26272840006277,17.279003100004047,18.2786850000266,18.262587000033818,,,,,,,,
