image,stimulus_loop.thisRepN,stimulus_loop.thisTrialN,stimulus_loop.thisN,stimulus_loop.thisIndex,thisRow.t,notes,intro.started,hello.started,welcome.started,hello.stopped,welcome.stopped,wait_key.started,key_resp.started,intro.stopped,key_resp.keys,key_resp.rt,key_resp.duration,show_stimulus.started,stim.started,show_stimulus.stopped,gabor.started,gabor_txt.started,gabor_stim.started,gabor_txt.stopped,gabor.stopped,wrap_up.started,txt1.started,txt2.started,txt1.stopped,txt3.started,txt2.stopped,txt3.stopped,wrap_up.stopped,participant,age,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,0.02689979993738234,0.04648239992093295,2.006891299970448,2.0572826999705285,4.006574300001375,4.006574300001375,4.006574300001375,5.774026199942455,return,1.7612675999989733,None,,,,,,,,,,,,,,,,,01,29,2024-02-16_10h49.00.116,intropy_demo,2023.2.3,60.12690382957417,2024-02-16 10h49.07.694982 +0100,
Python.png,0,0,0,0,5.842086000018753,,,,,,,,,,,,,5.784717499976978,5.842086000018753,6.789807899971493,,,,,,,,,,,,,,01,29,2024-02-16_10h49.00.116,intropy_demo,2023.2.3,60.12690382957417,2024-02-16 10h49.07.694982 +0100,
R.png,0,1,1,1,6.821453099953942,,,,,,,,,,,,,6.790394100011326,6.821453099953942,7.774173000012524,,,,,,,,,,,,,,01,29,2024-02-16_10h49.00.116,intropy_demo,2023.2.3,60.12690382957417,2024-02-16 10h49.07.694982 +0100,
Matlab.png,0,2,2,2,7.804411299992353,,,,,,,,,,,,,7.77459559997078,7.804411299992353,8.790000499924645,,,,,,,,,,,,,,01,29,2024-02-16_10h49.00.116,intropy_demo,2023.2.3,60.12690382957417,2024-02-16 10h49.07.694982 +0100,
,,,,,,,,,,,,,,,,,,,,,8.790107399923727,8.806386400014162,10.804986899951473,10.823821799946018,12.774159000022337,12.774169699987397,12.790227800025605,14.790154399932362,14.80641670001205,16.789197999984026,16.805826199939474,17.789549299981445,17.77290229999926,,,,,,,,
