thisRow.t,notes,intro.started,hello.started,welcome.started,hello.stopped,participant,age,date,expName,psychopyVersion,frameRate,expStart,
,,0.02713559998665005,0.0447227000258863,2.0070944000035524,2.056570000015199,,,,,,,,
