thisRow.t,notes,intro.started,hello.started,welcome.started,hello.stopped,welcome.stopped,wait_key.started,key_resp.started,participant,age,date,expName,psychopyVersion,frameRate,expStart,
,,0.0309578999876976,0.04771009995602071,2.0101343999849632,2.061452299938537,4.009181899949908,4.009181899949908,4.009181899949908,,,,,,,,
