stim_word,stim_color,trial_loop.thisRepN,trial_loop.thisTrialN,trial_loop.thisN,trial_loop.thisIndex,thisRow.t,notes,welcome.started,welcome_txt.started,welcome.stopped,instructions.started,instructions_txt.started,key_resp.started,instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,init_fix.started,circle.started,circle.stopped,init_fix.stopped,stim.started,trial_txt.started,response.started,stim.stopped,response.keys,response.rt,response.duration,isi.started,polygon.started,polygon.stopped,isi.stopped,participant,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,0.009179699991364032,0.01326919998973608,1.011366899998393,1.0113759999803733,1.0283188999746926,1.0283188999746926,1.5291662999952678,return,0.4972946000052616,None,,,,,,,,,,,,,,,,1,2024-02-19_11h22.15.109,stroop,2023.2.3,60.12263815324011,2024-02-19 11h22.23.996237 +0100,
green,red,0,0,0,19,2.54433939998853,,,,,,,,,,,,1.5291906999773346,1.5447058999852743,2.54433939998853,2.5281374999904074,2.5346129999961704,2.54433939998853,2.54433939998853,3.362639799976023,right,0.816961500007892,None,3.3633869999903254,3.3776570999762043,3.877858499996364,3.861510199989425,1,2024-02-19_11h22.15.109,stroop,2023.2.3,60.12263815324011,2024-02-19 11h22.23.996237 +0100,
green,green,0,1,1,14,3.877858499996364,,,,,,,,,,,,,,,,3.861774199991487,3.877858499996364,3.877858499996364,4.245213599991985,left,0.3546935000049416,None,4.245498099975521,4.261162299982971,4.760968599992339,4.744633900001645,1,2024-02-19_11h22.15.109,stroop,2023.2.3,60.12263815324011,2024-02-19 11h22.23.996237 +0100,
red,green,0,2,2,7,4.760968599992339,,,,,,,,,,,,,,,,4.744840699975612,4.760968599992339,4.760968599992339,5.228311299986672,right,0.4612370999820996,None,5.228649500000756,5.245130800001789,5.7445713999914005,5.728050699981395,1,2024-02-19_11h22.15.109,stroop,2023.2.3,60.12263815324011,2024-02-19 11h22.23.996237 +0100,
green,green,0,3,3,13,5.7445713999914005,,,,,,,,,,,,,,,,5.7282651999848895,5.7445713999914005,5.7445713999914005,6.144916199991712,left,0.39443409998784773,None,6.145129199983785,6.161007899994729,6.661051199975191,6.644822100002784,1,2024-02-19_11h22.15.109,stroop,2023.2.3,60.12263815324011,2024-02-19 11h22.23.996237 +0100,
green,green,0,4,4,11,6.661051199975191,,,,,,,,,,,,,,,,6.64505319998716,6.661051199975191,6.661051199975191,7.112056599988136,left,0.448200499988161,None,7.11230749997776,7.1276446999982,7.627732799999649,7.611457099992549,1,2024-02-19_11h22.15.109,stroop,2023.2.3,60.12263815324011,2024-02-19 11h22.23.996237 +0100,
green,red,0,5,5,17,7.627732799999649,,,,,,,,,,,,,,,,7.611695499974303,7.627732799999649,7.627732799999649,8.345032999990508,right,0.714722000004258,None,8.345274199993582,8.360796599998139,8.86114359999192,8.844599399977596,1,2024-02-19_11h22.15.109,stroop,2023.2.3,60.12263815324011,2024-02-19 11h22.23.996237 +0100,
red,red,0,6,6,0,8.86114359999192,,,,,,,,,,,,,,,,8.844794499978889,8.86114359999192,8.86114359999192,9.578334299993003,right,0.710071399982553,None,9.578561000002082,9.594310399988899,10.094225499982713,10.078002900001593,1,2024-02-19_11h22.15.109,stroop,2023.2.3,60.12263815324011,2024-02-19 11h22.23.996237 +0100,
green,green,0,7,7,10,10.094225499982713,,,,,,,,,,,,,,,,10.07821719997446,10.094225499982713,10.094225499982713,10.961369099997682,left,0.8578866999887396,None,10.961608099984005,10.977577899990138,11.477449300000444,11.461075699975481,1,2024-02-19_11h22.15.109,stroop,2023.2.3,60.12263815324011,2024-02-19 11h22.23.996237 +0100,
green,red,0,8,8,16,11.477449300000444,,,,,,,,,,,,,,,,11.461293100001058,11.477449300000444,11.477449300000444,11.877881399996113,right,0.39546460000565276,None,11.878095799998846,11.89414439999382,12.394100299978163,12.378057099995203,1,2024-02-19_11h22.15.109,stroop,2023.2.3,60.12263815324011,2024-02-19 11h22.23.996237 +0100,
red,red,0,9,9,1,12.394100299978163,,,,,,,,,,,,,,,,12.378271599998698,12.394100299978163,12.394100299978163,12.794604099995922,right,0.3860893000091892,None,12.79495319997659,12.81068329999107,13.310851199988974,13.294457399984822,1,2024-02-19_11h22.15.109,stroop,2023.2.3,60.12263815324011,2024-02-19 11h22.23.996237 +0100,
red,red,0,10,10,2,13.310851199988974,,,,,,,,,,,,,,,,13.294674399978248,13.310851199988974,13.310851199988974,13.694932099984726,right,0.3692195999901742,None,13.695152100000996,13.710671199980425,14.210694899986265,14.19439589997637,1,2024-02-19_11h22.15.109,stroop,2023.2.3,60.12263815324011,2024-02-19 11h22.23.996237 +0100,
red,green,0,11,11,5,14.210694899986265,,,,,,,,,,,,,,,,14.194601900002453,14.210694899986265,14.210694899986265,14.865408799989382,left,0.6350348999840207,None,14.865632799977902,14.877404200000456,15.377192199986894,15.360868399991887,1,2024-02-19_11h22.15.109,stroop,2023.2.3,60.12263815324011,2024-02-19 11h22.23.996237 +0100,
red,red,0,12,12,3,15.377192199986894,,,,,,,,,,,,,,,,15.361065399978543,15.377192199986894,15.377192199986894,16.127762099989923,right,0.7364471999753732,None,16.127985999977682,16.143966099974932,16.643907699995907,16.627708999993047,1,2024-02-19_11h22.15.109,stroop,2023.2.3,60.12263815324011,2024-02-19 11h22.23.996237 +0100,
green,green,0,13,13,12,16.643907699995907,,,,,,,,,,,,,,,,16.62792199998512,16.643907699995907,16.643907699995907,17.295232299977215,left,0.6492112000123598,None,17.29546239998308,17.310490299976664,17.81070179998642,17.794165799976327,1,2024-02-19_11h22.15.109,stroop,2023.2.3,60.12263815324011,2024-02-19 11h22.23.996237 +0100,
red,green,0,14,14,8,17.81070179998642,,,,,,,,,,,,,,,,17.79438149998896,17.81070179998642,17.81070179998642,18.12788189999992,right,0.3015090999833774,None,18.128095099993516,18.143855299975257,18.643877099995734,18.627607499976875,1,2024-02-19_11h22.15.109,stroop,2023.2.3,60.12263815324011,2024-02-19 11h22.23.996237 +0100,
red,green,0,15,15,9,18.643877099995734,,,,,,,,,,,,,,,,18.627825499977916,18.643877099995734,18.643877099995734,19.177633799990872,right,0.5300723000254948,None,19.177880199975334,19.19376490000286,19.693766999989748,19.677574999979697,1,2024-02-19_11h22.15.109,stroop,2023.2.3,60.12263815324011,2024-02-19 11h22.23.996237 +0100,
red,red,0,16,16,4,19.693766999989748,,,,,,,,,,,,,,,,19.67777969999588,19.693766999989748,19.693766999989748,20.127737899980275,left,0.43029429999296553,None,20.127950299996883,20.143659800000023,20.643821599980583,20.62747639999725,1,2024-02-19_11h22.15.109,stroop,2023.2.3,60.12263815324011,2024-02-19 11h22.23.996237 +0100,
