trial_loop.thisRepN,trial_loop.thisTrialN,trial_loop.thisN,trial_loop.thisIndex,stim_word,stim_color,thisRow.t,notes,welcome.started,welcome_txt.started,welcome.stopped,instructions.started,instructions_txt.started,key_resp.started,instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,init_fix.started,circle.started,circle.stopped,init_fix.stopped,stim.started,trial_txt.started,response.started,stim.stopped,response.keys,response.rt,response.duration,result.started,feedback.started,participant,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,0.0400153000082355,0.057131300010951236,1.0172755000239704,1.017287100024987,1.0333497000101488,1.0333497000101488,3.419132700015325,return,2.368811399996048,None,,,,,,,,,,,,,,1,2024-02-19_12h39.59.169,stroop,2023.2.3,59.643487020891165,2024-02-19 12h40.05.514633 +0100,
,,,,,,4.43420360001619,,,,,,,,,,,,3.4191524000198115,3.4345300999993924,4.43420360001619,4.418193799996516,4.423668100003852,4.43420360001619,4.43420360001619,4.902811300009489,left,0.46677319999434985,None,4.9032008000067435,,,,,,,,
