thisRow.t,notes,welcome.started,welcome_txt.started,welcome.stopped,instructions.started,instructions_txt.started,key_resp.started,instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,init_fix.started,circle.started,polygon.started,polygon_2.started,key_resp_2.started,participant,date,expName,psychopyVersion,frameRate,expStart,
,,0.02311020001070574,0.040401000005658716,3.0013185999996495,3.001329699996859,3.0182040000217967,3.0182040000217967,23.034849000017857,return,20.011868100002175,None,,,,,,1,2024-02-19_10h52.27.545,stroop,2023.2.3,59.940574908136234,2024-02-19 10h52.33.619285 +0100,
,,,,,,,,,,,,23.03487080000923,23.050335500010988,23.050335500010988,23.050335500010988,23.050335500010988,,,,,,,
