thisRow.t,notes,welcome.started,welcome_txt.started,welcome_txt.stopped,welcome.stopped,instructions.started,instructions_txt.started,key_resp.started,instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,init_fix.started,circle.started,circle.stopped,init_fix.stopped,stim.started,trial_txt.started,response.started,stim.stopped,response.keys,response.rt,response.duration,isi.started,polygon.started,polygon.stopped,isi.stopped,participant,date,expName,psychopyVersion,frameRate,expStart,
,,0.00869979997514747,0.013200099987443537,1.0125668999971822,0.9961254999798257,0.9961358000000473,1.0125668999971822,1.0125668999971822,3.146387599990703,return,2.1252374000032432,None,,,,,,,,,,,,,,,,1,2024-02-19_11h07.25.497,stroop,2023.2.3,59.97710074312637,2024-02-19 11h07.34.139714 +0100,
,,,,,,,,,,,,,3.1464076999982353,3.1621371999790426,4.161994299996877,4.145648599980632,4.145656799984863,4.161994299996877,4.161994299996877,5.012768899992807,right,0.8341841000074055,None,,,,,1,2024-02-19_11h07.25.497,stroop,2023.2.3,59.97710074312637,2024-02-19 11h07.34.139714 +0100,
,,,,,,,,,,,,,,,,,,,,,,,,5.0127892999735195,5.028701699979138,5.528720899979817,5.512517299997853,,,,,,,
