stim_word,stim_color,trial_loop.thisRepN,trial_loop.thisTrialN,trial_loop.thisN,trial_loop.thisIndex,thisRow.t,notes,welcome.started,welcome_txt.started,welcome.stopped,instructions.started,instructions_txt.started,key_resp.started,instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,init_fix.started,circle.started,circle.stopped,init_fix.stopped,stim.started,trial_txt.started,response.started,stim.stopped,response.keys,response.rt,response.duration,isi.started,polygon.started,polygon.stopped,isi.stopped,participant,date,expName,psychopyVersion,frameRate,expStart,
rojo,green,0,9,9,9,30.341115499963053,,,,,,,,,,,,,,,,30.324814199993853,30.341115499963053,30.341115499963053,31.108700799988583,left,0.7644809000194073,None,31.108930099988356,31.123935499985237,31.790765099984128,31.77488019998418,1,2024-02-22_10h04.02.718,stroop,2023.2.3,59.9582930148842,2024-02-22 10h04.09.129753 +0100,
rojo,green,0,10,10,8,31.790765099984128,,,,,,,,,,,,,,,,31.77539079997223,31.790765099984128,31.790765099984128,32.20826049998868,left,0.413319599989336,None,32.20849069999531,32.22395509999478,32.89068740000948,32.87476839998271,1,2024-02-22_10h04.02.718,stroop,2023.2.3,59.9582930148842,2024-02-22 10h04.09.129753 +0100,
rojo,red,0,11,11,0,32.89068740000948,,,,,,,,,,,,,,,,32.874985400005244,32.89068740000948,32.89068740000948,33.24206929997308,right,0.3426481000497006,None,33.242288600013126,33.25716169999214,33.924024100007955,33.90800529997796,1,2024-02-22_10h04.02.718,stroop,2023.2.3,59.9582930148842,2024-02-22 10h04.09.129753 +0100,
verde,green,0,12,12,13,33.924024100007955,,,,,,,,,,,,,,,,33.90830619999906,33.924024100007955,33.924024100007955,34.30888229998527,left,0.36809160001575947,None,34.309217099973466,34.323906300007366,34.99079899996286,34.97467610001331,1,2024-02-22_10h04.02.718,stroop,2023.2.3,59.9582930148842,2024-02-22 10h04.09.129753 +0100,
verde,red,0,13,13,19,34.99079899996286,,,,,,,,,,,,,,,,34.97491180000361,34.99079899996286,34.99079899996286,35.89131909998832,right,0.8885572000290267,None,35.891546299972106,35.907139499962796,36.57366779999575,36.55788739997661,1,2024-02-22_10h04.02.718,stroop,2023.2.3,59.9582930148842,2024-02-22 10h04.09.129753 +0100,
verde,green,0,14,14,12,36.57366779999575,,,,,,,,,,,,,,,,36.558216899982654,36.57366779999575,36.57366779999575,36.82431759999599,left,0.24096310004824772,None,36.82455259998096,36.840457599959336,37.50724479998462,37.49136089999229,1,2024-02-22_10h04.02.718,stroop,2023.2.3,59.9582930148842,2024-02-22 10h04.09.129753 +0100,
verde,green,0,15,15,14,37.50724479998462,,,,,,,,,,,,,,,,37.491585100011434,37.50724479998462,37.50724479998462,37.89141139999265,left,0.38169720000587404,None,37.891638799977954,37.907131399959326,38.573691300000064,38.5579538999591,1,2024-02-22_10h04.02.718,stroop,2023.2.3,59.9582930148842,2024-02-22 10h04.09.129753 +0100,
rojo,green,0,16,16,5,38.573691300000064,,,,,,,,,,,,,,,,38.558223699976224,38.573691300000064,38.573691300000064,38.908304399985354,left,0.31986819999292493,None,38.90852479997557,38.92383240000345,39.59061269997619,39.57419179996941,1,2024-02-22_10h04.02.718,stroop,2023.2.3,59.9582930148842,2024-02-22 10h04.09.129753 +0100,
verde,red,0,17,17,15,39.59061269997619,,,,,,,,,,,,,,,,39.57442119996995,39.59061269997619,39.59061269997619,39.89130600000499,right,0.28955310001038015,None,39.89154039998539,39.90726329997415,40.57353819999844,40.55770929995924,1,2024-02-22_10h04.02.718,stroop,2023.2.3,59.9582930148842,2024-02-22 10h04.09.129753 +0100,
rojo,red,0,18,18,3,40.57353819999844,,,,,,,,,,,,,,,,40.5579388999613,40.57353819999844,40.57353819999844,40.89086419995874,right,0.3081343999947421,None,40.8911087999586,40.90696069999831,41.5737118999823,41.55783479998354,1,2024-02-22_10h04.02.718,stroop,2023.2.3,59.9582930148842,2024-02-22 10h04.09.129753 +0100,
rojo,red,0,19,19,2,41.5737118999823,,,,,,,,,,,,,,,,41.5581829000148,41.5737118999823,41.5737118999823,41.89087750000181,right,0.3150982999941334,None,41.891096199979074,41.90699270000914,42.57365569996182,42.55754479998723,1,2024-02-22_10h04.02.718,stroop,2023.2.3,59.9582930148842,2024-02-22 10h04.09.129753 +0100,
rojo,red,1,0,20,3,42.57365569996182,,,,,,,,,,,,,,,,42.557877200015355,42.57365569996182,42.57365569996182,42.908084900001995,right,0.3226309000165202,None,42.90830949996598,42.923528599960264,43.59017059998587,43.57399549998809,1,2024-02-22_10h04.02.718,stroop,2023.2.3,59.9582930148842,2024-02-22 10h04.09.129753 +0100,
verde,red,1,1,21,17,43.59017059998587,,,,,,,,,,,,,,,,43.574223099974915,43.59017059998587,43.59017059998587,43.89135819999501,right,0.29786509997211397,None,43.8915885000024,43.90731699997559,44.57334989996161,44.55718209996121,1,2024-02-22_10h04.02.718,stroop,2023.2.3,59.9582930148842,2024-02-22 10h04.09.129753 +0100,
rojo,red,1,2,22,0,44.57334989996161,,,,,,,,,,,,,,,,44.55777049995959,44.57334989996161,44.57334989996161,44.82451070001116,right,0.24703880003653467,None,44.824732600012794,44.84028559998842,45.50700819998747,45.490876799973194,1,2024-02-22_10h04.02.718,stroop,2023.2.3,59.9582930148842,2024-02-22 10h04.09.129753 +0100,
rojo,red,1,3,23,2,45.50700819998747,,,,,,,,,,,,,,,,45.49110829998972,45.50700819998747,45.50700819998747,45.79121369996574,right,0.28314710000995547,None,45.79143769998336,45.8065392000135,46.47329140000511,46.457180199970026,1,2024-02-22_10h04.02.718,stroop,2023.2.3,59.9582930148842,2024-02-22 10h04.09.129753 +0100,
rojo,green,1,4,24,8,46.47329140000511,,,,,,,,,,,,,,,,46.45741350000026,46.47329140000511,46.47329140000511,46.84130259999074,left,0.3627361000399105,None,46.84152580000227,46.856640100013465,47.5232864000136,47.50726499996381,1,2024-02-22_10h04.02.718,stroop,2023.2.3,59.9582930148842,2024-02-22 10h04.09.129753 +0100,
verde,green,1,5,25,10,47.5232864000136,,,,,,,,,,,,,,,,47.50748319999548,47.5232864000136,47.5232864000136,47.790821000002325,left,0.2516661999979988,None,47.791054799978156,47.80668199999491,48.47336790000554,48.45666580001125,1,2024-02-22_10h04.02.718,stroop,2023.2.3,59.9582930148842,2024-02-22 10h04.09.129753 +0100,
rojo,green,1,6,26,5,48.47336790000554,,,,,,,,,,,,,,,,48.456885599996895,48.47336790000554,48.47336790000554,48.77431979996618,left,0.2961920000379905,None,48.77456980000716,48.79014930000994,49.45662670000456,49.440324099967256,1,2024-02-22_10h04.02.718,stroop,2023.2.3,59.9582930148842,2024-02-22 10h04.09.129753 +0100,
rojo,green,1,7,27,9,49.45662670000456,,,,,,,,,,,,,,,,49.440555899986066,49.45662670000456,49.45662670000456,49.74096530000679,left,0.27136420004535466,None,49.74119749997044,49.75643740000669,50.42314069997519,50.40712619997794,1,2024-02-22_10h04.02.718,stroop,2023.2.3,59.9582930148842,2024-02-22 10h04.09.129753 +0100,
rojo,green,1,8,28,6,50.42314069997519,,,,,,,,,,,,,,,,50.4073439000058,50.42314069997519,50.42314069997519,50.70732459996361,left,0.28209990001050755,None,50.70754759997362,50.723171299963724,51.39000209997175,51.37367960001575,1,2024-02-22_10h04.02.718,stroop,2023.2.3,59.9582930148842,2024-02-22 10h04.09.129753 +0100,
verde,green,1,9,29,11,51.39000209997175,,,,,,,,,,,,,,,,51.37391429999843,51.39000209997175,51.39000209997175,51.640793500002474,left,0.24509919999400154,None,51.641021899995394,51.65624400001252,52.323292599990964,52.30697350000264,1,2024-02-22_10h04.02.718,stroop,2023.2.3,59.9582930148842,2024-02-22 10h04.09.129753 +0100,
verde,green,1,10,30,12,52.323292599990964,,,,,,,,,,,,,,,,52.30720109998947,52.323292599990964,52.323292599990964,52.62410179997096,left,0.28548600000794977,None,52.62454039999284,52.64014739997219,53.31122440000763,53.290635799989104,1,2024-02-22_10h04.02.718,stroop,2023.2.3,59.9582930148842,2024-02-22 10h04.09.129753 +0100,
rojo,red,1,11,31,1,53.31122440000763,,,,,,,,,,,,,,,,53.290859500004444,53.31122440000763,53.31122440000763,53.42365730000893,left,0.10066590004134923,None,53.42389199999161,53.43975570000475,54.10658039996633,54.09008419996826,1,2024-02-22_10h04.02.718,stroop,2023.2.3,59.9582930148842,2024-02-22 10h04.09.129753 +0100,
verde,red,1,12,32,18,54.10658039996633,,,,,,,,,,,,,,,,54.09032149997074,54.10658039996633,54.10658039996633,54.240918099996634,right,0.12061189999803901,None,54.241151299967896,54.25643830001354,54.9233513000072,54.90806399995927,1,2024-02-22_10h04.02.718,stroop,2023.2.3,59.9582930148842,2024-02-22 10h04.09.129753 +0100,
rojo,green,1,13,33,7,54.9233513000072,,,,,,,,,,,,,,,,54.90831029997207,54.9233513000072,54.9233513000072,54.95694800000638,right,0.029354099999181926,None,54.95717169996351,54.97310900001321,55.639588799967896,55.62347559997579,1,2024-02-22_10h04.02.718,stroop,2023.2.3,59.9582930148842,2024-02-22 10h04.09.129753 +0100,
verde,red,1,14,34,16,55.639588799967896,,,,,,,,,,,,,,,,55.623717200011015,55.639588799967896,55.639588799967896,55.84031659999164,left,0.1957366000278853,None,55.840546899999026,55.85632269998314,56.522907999984454,56.506491900014225,1,2024-02-22_10h04.02.718,stroop,2023.2.3,59.9582930148842,2024-02-22 10h04.09.129753 +0100,
verde,green,1,15,35,13,56.522907999984454,,,,,,,,,,,,,,,,56.50693540001521,56.522907999984454,56.522907999984454,56.67406250000931,left,0.14880289998836815,None,56.67428249999648,56.68957849999424,57.356938599958085,57.34290519997012,1,2024-02-22_10h04.02.718,stroop,2023.2.3,59.9582930148842,2024-02-22 10h04.09.129753 +0100,
verde,green,1,16,36,14,57.356938599958085,,,,,,,,,,,,,,,,57.34313379996456,57.356938599958085,57.356938599958085,57.49039459996857,right,0.11998990003485233,None,57.490643900004216,57.50642849999713,58.17371949995868,58.15787649998674,1,2024-02-22_10h04.02.718,stroop,2023.2.3,59.9582930148842,2024-02-22 10h04.09.129753 +0100,
verde,red,1,17,37,19,58.17371949995868,,,,,,,,,,,,,,,,58.158106499991845,58.17371949995868,58.17371949995868,58.20717790001072,left,0.026899599994067103,None,58.20739900000626,58.22321679996094,58.88968859997112,58.87380369997118,1,2024-02-22_10h04.02.718,stroop,2023.2.3,59.9582930148842,2024-02-22 10h04.09.129753 +0100,
rojo,red,1,18,38,4,58.88968859997112,,,,,,,,,,,,,,,,58.87403179996181,58.88968859997112,58.88968859997112,58.92399179999484,right,0.03127850004239008,None,58.92422360001365,58.94006469997112,59.606579699961,59.58983569999691,1,2024-02-22_10h04.02.718,stroop,2023.2.3,59.9582930148842,2024-02-22 10h04.09.129753 +0100,
verde,red,1,19,39,15,59.606579699961,,,,,,,,,,,,,,,,59.59005780000007,59.606579699961,59.606579699961,59.75733659998514,right,0.1415796999935992,None,59.757568900007755,59.77359250001609,60.439796299964655,60.424223999958485,1,2024-02-22_10h04.02.718,stroop,2023.2.3,59.9582930148842,2024-02-22 10h04.09.129753 +0100,
verde,green,2,0,40,10,60.439796299964655,,,,,,,,,,,,,,,,60.42445290001342,60.439796299964655,60.439796299964655,60.474182199977804,right,0.03276550001464784,None,60.47441439999966,60.49027129996102,61.15655869996408,61.140180799993686,1,2024-02-22_10h04.02.718,stroop,2023.2.3,59.9582930148842,2024-02-22 10h04.09.129753 +0100,
verde,red,2,1,41,19,61.15655869996408,,,,,,,,,,,,,,,,61.140399599971715,61.15655869996408,61.15655869996408,61.64075680001406,left,0.47804770001675934,None,61.64103239995893,61.65632680000272,62.3227232999634,62.306559599994216,1,2024-02-22_10h04.02.718,stroop,2023.2.3,59.9582930148842,2024-02-22 10h04.09.129753 +0100,
verde,red,2,2,42,18,62.3227232999634,,,,,,,,,,,,,,,,62.30678310000803,62.3227232999634,62.3227232999634,62.60692669998389,left,0.2718714000075124,None,62.60714929999085,62.62298439996084,63.28950079996139,63.27326449996326,1,2024-02-22_10h04.02.718,stroop,2023.2.3,59.9582930148842,2024-02-22 10h04.09.129753 +0100,
verde,green,2,3,43,11,63.28950079996139,,,,,,,,,,,,,,,,63.27349409996532,63.28950079996139,63.28950079996139,63.74054339999566,right,0.43525710003450513,None,63.740912900015246,63.75669299997389,64.42294489999767,64.40652620000765,1,2024-02-22_10h04.02.718,stroop,2023.2.3,59.9582930148842,2024-02-22 10h04.09.129753 +0100,
rojo,green,2,4,44,5,64.42294489999767,,,,,,,,,,,,,,,,64.40674139995826,64.42294489999767,64.42294489999767,64.70706139999675,right,0.27068590000271797,None,64.70728139998391,64.72309669997776,65.38955660001375,65.37333339999896,1,2024-02-22_10h04.02.718,stroop,2023.2.3,59.9582930148842,2024-02-22 10h04.09.129753 +0100,
verde,red,2,5,45,16,65.38955660001375,,,,,,,,,,,,,,,,65.37355459999526,65.38955660001375,65.38955660001375,65.72390669997549,left,0.3303965000086464,None,65.72413779998897,65.73990250000497,66.40612880000845,66.3894478000002,1,2024-02-22_10h04.02.718,stroop,2023.2.3,59.9582930148842,2024-02-22 10h04.09.129753 +0100,
rojo,red,2,6,46,2,66.40612880000845,,,,,,,,,,,,,,,,66.38966629997594,66.40612880000845,66.40612880000845,66.48999649996404,left,0.07191330002387986,None,66.49023289995966,66.50590699998429,67.17256519995863,67.15665729995817,1,2024-02-22_10h04.02.718,stroop,2023.2.3,59.9582930148842,2024-02-22 10h04.09.129753 +0100,
rojo,red,2,7,47,4,67.17256519995863,,,,,,,,,,,,,,,,67.15687860001344,67.17256519995863,67.17256519995863,67.54025099996943,left,0.35946720000356436,None,67.54046849999577,67.55590470001334,68.22272949997569,68.20665119995829,1,2024-02-22_10h04.02.718,stroop,2023.2.3,59.9582930148842,2024-02-22 10h04.09.129753 +0100,
rojo,green,2,8,48,7,68.22272949997569,,,,,,,,,,,,,,,,68.20687799999723,68.22272949997569,68.22272949997569,68.70651469996665,right,0.4722736999974586,None,68.70674409996718,68.72280699998373,69.38952510000672,69.3732170999865,1,2024-02-22_10h04.02.718,stroop,2023.2.3,59.9582930148842,2024-02-22 10h04.09.129753 +0100,
rojo,red,2,9,49,3,69.38952510000672,,,,,,,,,,,,,,,,69.37344509997638,69.38952510000672,69.38952510000672,69.68977250001626,right,0.29365509998751804,None,69.69001279998338,69.70586990000447,70.3725684999954,70.35646739997901,1,2024-02-22_10h04.02.718,stroop,2023.2.3,59.9582930148842,2024-02-22 10h04.09.129753 +0100,
,,,,,,70.3725684999954,,,,,,,,,,,,,,,,70.35670060000848,70.3725684999954,70.3725684999954,,,,,,,,,,,,,,,
