stim_word,stim_color,trial_loop.thisRepN,trial_loop.thisTrialN,trial_loop.thisN,trial_loop.thisIndex,thisRow.t,notes,welcome.started,welcome_txt.started,welcome.stopped,instructions.started,instructions_txt.started,key_resp.started,instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,init_fix.started,circle.started,circle.stopped,init_fix.stopped,circles_routine.started,click.started,word.started,greencircle.started,redcircle.started,mouse.started,circles_routine.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,participant,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,0.009521600004518405,0.021022800006903708,1.0035508000000846,1.0035605000157375,1.020544200000586,1.020544200000586,2.004410599998664,return,0.9700106999953277,None,,,,,,,,,,,,,,,,,,,1,2024-02-19_11h44.34.927,stroop,2023.2.3,59.91992300853487,2024-02-19 11h44.39.901704 +0100,
verde,green,0,0,0,10,3.0228049000143073,,,,,,,,,,,,2.0044312000100035,2.020608400023775,3.0228049000143073,3.0043353000073694,,,,,,,,,,,,,,,1,2024-02-19_11h44.34.927,stroop,2023.2.3,59.91992300853487,2024-02-19 11h44.39.901704 +0100,
verde,red,0,1,1,18,3.0228049000143073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2024-02-19_11h44.34.927,stroop,2023.2.3,59.91992300853487,2024-02-19 11h44.39.901704 +0100,
verde,green,0,2,2,12,3.0228049000143073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2024-02-19_11h44.34.927,stroop,2023.2.3,59.91992300853487,2024-02-19 11h44.39.901704 +0100,
verde,green,0,3,3,13,3.0228049000143073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2024-02-19_11h44.34.927,stroop,2023.2.3,59.91992300853487,2024-02-19 11h44.39.901704 +0100,
verde,red,0,4,4,17,3.0228049000143073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2024-02-19_11h44.34.927,stroop,2023.2.3,59.91992300853487,2024-02-19 11h44.39.901704 +0100,
rojo,red,0,5,5,2,3.0228049000143073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2024-02-19_11h44.34.927,stroop,2023.2.3,59.91992300853487,2024-02-19 11h44.39.901704 +0100,
verde,red,0,6,6,19,3.0228049000143073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2024-02-19_11h44.34.927,stroop,2023.2.3,59.91992300853487,2024-02-19 11h44.39.901704 +0100,
rojo,red,0,7,7,4,3.0228049000143073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2024-02-19_11h44.34.927,stroop,2023.2.3,59.91992300853487,2024-02-19 11h44.39.901704 +0100,
verde,red,0,8,8,16,3.0228049000143073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2024-02-19_11h44.34.927,stroop,2023.2.3,59.91992300853487,2024-02-19 11h44.39.901704 +0100,
rojo,red,0,9,9,3,3.0228049000143073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2024-02-19_11h44.34.927,stroop,2023.2.3,59.91992300853487,2024-02-19 11h44.39.901704 +0100,
rojo,green,0,10,10,8,3.0228049000143073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2024-02-19_11h44.34.927,stroop,2023.2.3,59.91992300853487,2024-02-19 11h44.39.901704 +0100,
verde,green,0,11,11,14,3.0228049000143073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2024-02-19_11h44.34.927,stroop,2023.2.3,59.91992300853487,2024-02-19 11h44.39.901704 +0100,
verde,red,0,12,12,15,3.0228049000143073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2024-02-19_11h44.34.927,stroop,2023.2.3,59.91992300853487,2024-02-19 11h44.39.901704 +0100,
rojo,red,0,13,13,0,3.0228049000143073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2024-02-19_11h44.34.927,stroop,2023.2.3,59.91992300853487,2024-02-19 11h44.39.901704 +0100,
rojo,green,0,14,14,7,3.0228049000143073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2024-02-19_11h44.34.927,stroop,2023.2.3,59.91992300853487,2024-02-19 11h44.39.901704 +0100,
rojo,green,0,15,15,5,3.0228049000143073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2024-02-19_11h44.34.927,stroop,2023.2.3,59.91992300853487,2024-02-19 11h44.39.901704 +0100,
rojo,red,0,16,16,1,3.0228049000143073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2024-02-19_11h44.34.927,stroop,2023.2.3,59.91992300853487,2024-02-19 11h44.39.901704 +0100,
rojo,green,0,17,17,9,3.0228049000143073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2024-02-19_11h44.34.927,stroop,2023.2.3,59.91992300853487,2024-02-19 11h44.39.901704 +0100,
verde,green,0,18,18,11,3.0228049000143073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2024-02-19_11h44.34.927,stroop,2023.2.3,59.91992300853487,2024-02-19 11h44.39.901704 +0100,
rojo,green,0,19,19,6,3.0228049000143073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2024-02-19_11h44.34.927,stroop,2023.2.3,59.91992300853487,2024-02-19 11h44.39.901704 +0100,
verde,green,1,0,20,12,3.0228049000143073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2024-02-19_11h44.34.927,stroop,2023.2.3,59.91992300853487,2024-02-19 11h44.39.901704 +0100,
rojo,green,1,1,21,6,3.0228049000143073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2024-02-19_11h44.34.927,stroop,2023.2.3,59.91992300853487,2024-02-19 11h44.39.901704 +0100,
verde,green,1,2,22,14,3.0228049000143073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2024-02-19_11h44.34.927,stroop,2023.2.3,59.91992300853487,2024-02-19 11h44.39.901704 +0100,
rojo,red,1,3,23,1,3.0228049000143073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2024-02-19_11h44.34.927,stroop,2023.2.3,59.91992300853487,2024-02-19 11h44.39.901704 +0100,
verde,red,1,4,24,18,3.0228049000143073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2024-02-19_11h44.34.927,stroop,2023.2.3,59.91992300853487,2024-02-19 11h44.39.901704 +0100,
rojo,green,1,5,25,8,3.0228049000143073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2024-02-19_11h44.34.927,stroop,2023.2.3,59.91992300853487,2024-02-19 11h44.39.901704 +0100,
verde,green,1,6,26,11,3.0228049000143073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2024-02-19_11h44.34.927,stroop,2023.2.3,59.91992300853487,2024-02-19 11h44.39.901704 +0100,
verde,red,1,7,27,19,3.0228049000143073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2024-02-19_11h44.34.927,stroop,2023.2.3,59.91992300853487,2024-02-19 11h44.39.901704 +0100,
