thisRow.t,notes,welcome.started,welcome_txt.started,welcome_txt.stopped,welcome.stopped,instructions.started,instructions_txt.started,key_resp.started,instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,init_fix.started,polygon.started,cross.started,circle.started,key_resp_2.started,mouse.started,mouse.stopped,participant,date,expName,psychopyVersion,frameRate,expStart,
,,0.009021200006827712,0.012822899996535853,3.0123552000150084,2.9956223999906797,2.9956325000093784,3.0123552000150084,3.0123552000150084,3.3463585000135936,return,0.3209268000209704,None,,,,,,,,1,2024-02-19_10h59.02.504,stroop,2023.2.3,59.9514992307358,2024-02-19 10h59.10.807598 +0100,
,,,,,,,,,,,,,3.346380400005728,3.3618240999931004,3.3618240999931004,3.3618240999931004,3.3618240999931004,2.2299995180219412e-05,0.9988106999953743,,,,,,,
