thisRow.t,notes,welcome.started,welcome_txt.started,welcome.stopped,instructions.started,instructions_txt.started,key_resp.started,instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,init_fix.started,polygon.started,polygon_2.started,circle.started,key_resp_2.started,init_fix.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,participant,date,expName,psychopyVersion,frameRate,expStart,
,,0.03004079998936504,0.04529399998136796,3.00937599997269,3.0093862999929115,3.0262805999955162,3.0262805999955162,3.6099806999845896,return,0.579937800008338,None,,,,,,,,,,1,2024-02-19_10h54.08.511,stroop,2023.2.3,59.664340347320426,2024-02-19 10h54.14.398219 +0100,
,,,,,,,,,,,,3.610000399989076,3.6261473999766167,3.6261473999766167,3.6261473999766167,3.6261473999766167,12.610099599987734,space,8.973768900003051,None,1,2024-02-19_10h54.08.511,stroop,2023.2.3,59.664340347320426,2024-02-19 10h54.14.398219 +0100,
