trial_loop.thisRepN,trial_loop.thisTrialN,trial_loop.thisN,trial_loop.thisIndex,stim_word,stim_color,thisRow.t,notes,welcome.started,welcome_txt.started,welcome.stopped,instructions.started,instructions_txt.started,key_resp.started,instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,init_fix.started,circle.started,circle.stopped,init_fix.stopped,stim.started,trial_txt.started,response.started,stim.stopped,response.keys,response.rt,response.duration,result.started,feedback.started,participant,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,0.020996500010369346,0.039285500010009855,1.0162462000153027,1.0162554000271484,1.0332916000043042,1.0332916000043042,16.48351730001741,return,15.44505029998254,None,,,,,,,,,,,,,,1,2024-02-19_12h37.54.285,stroop,2023.2.3,59.70887148499508,2024-02-19 12h38.02.801158 +0100,
,,,,,,17.5151963000244,,,,,,,,,,,,16.483538600004977,16.4989131000184,17.5151963000244,17.48318080001627,17.49117260001367,17.5151963000244,17.5151963000244,18.100800600019284,left,0.5829633999965154,None,18.101347700023325,,,,,,,,
