thisRow.t,notes,welcome.started,welcome_txt.started,welcome.stopped,instructions.started,instructions_txt.started,key_resp.started,instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,init_fix.started,circle.started,key_resp_2.started,init_fix.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,stim.started,trial_txt.started,response.started,stim.stopped,response.keys,response.rt,response.duration,isi.started,polygon.started,polygon.stopped,isi.stopped,participant,date,expName,psychopyVersion,frameRate,expStart,
,,0.009523999993689358,0.013422199990600348,1.0086785999883432,1.0086884000047576,1.0254579999891575,1.0254579999891575,1.80981029997929,return,0.7824413999915123,None,,,,,,,,,,,,,,,,,,,1,2024-02-19_11h05.48.069,stroop,2023.2.3,60.045202033257375,2024-02-19 11h05.58.240299 +0100,
,,,,,,,,,,,,1.8098404000047594,1.8248209999874234,1.8248209999874234,7.175530999986222,space,5.334912299993448,None,,,,,,,,,,,,1,2024-02-19_11h05.48.069,stroop,2023.2.3,60.045202033257375,2024-02-19 11h05.58.240299 +0100,
,,,,,,,,,,,,,,,,,,,7.175550999992993,7.19165829999838,7.19165829999838,8.342130100005306,right,1.1380039999785367,None,,,,,1,2024-02-19_11h05.48.069,stroop,2023.2.3,60.045202033257375,2024-02-19 11h05.58.240299 +0100,
,,,,,,,,,,,,,,,,,,,,,,,,,,8.342151499993633,8.35840569998254,8.858340899983887,8.842319999996107,,,,,,,
