thisRow.t,notes,welcome.started,welcome_txt.started,welcome_txt.stopped,welcome.stopped,instructions.started,instructions_txt.started,key_resp.started,instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,init_fix.started,polygon.started,polygon_2.started,circle.started,key_resp_2.started,init_fix.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,participant,date,expName,psychopyVersion,frameRate,expStart,
,,0.008930599986342713,0.012352699995972216,3.014998500002548,2.9985869000083767,2.9985966999956872,3.014998500002548,3.014998500002548,3.5487883999885526,return,0.526734100014437,None,,,,,,,,,,1,2024-02-19_10h55.06.061,stroop,2023.2.3,59.960486038975255,2024-02-19 10h55.15.163847 +0100,
,,,,,,,,,,,,,3.548809500003699,3.5645793000003323,3.5645793000003323,3.5645793000003323,3.5645793000003323,8.631702799990308,space,5.0527211999869905,None,1,2024-02-19_10h55.06.061,stroop,2023.2.3,59.960486038975255,2024-02-19 10h55.15.163847 +0100,
