thisRow.t,notes,welcome.started,welcome_txt.started,welcome.stopped,instructions.started,instructions_txt.started,key_resp.started,instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,init_fix.started,polygon.started,polygon_2.started,circle.started,key_resp_2.started,participant,date,expName,psychopyVersion,frameRate,expStart,
,,0.009652099979575723,0.013157299981685355,3.0117307000036817,3.011739999987185,3.0286496999906376,3.0286496999906376,3.6292382999963593,return,0.5853359999891836,None,,,,,,1,2024-02-19_10h57.06.482,stroop,2023.2.3,60.03637003383432,2024-02-19 10h57.15.288171 +0100,
,,,,,,,,,,,,3.6292588000069372,3.6448478999955114,3.6448478999955114,3.6448478999955114,3.6448478999955114,,,,,,,
