thisRow.t,notes,welcome.started,welcome_txt.started,welcome.stopped,instructions.started,instructions_txt.started,key_resp.started,instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,init_fix.started,circle.started,polygon.started,polygon_2.started,key_resp_2.started,init_fix.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,participant,date,expName,psychopyVersion,frameRate,expStart,
,,0.028095400019083172,0.04326980002224445,3.0057230000093114,3.0057330999989063,3.022672400024021,3.022672400024021,5.472577900014585,return,2.4436784999852534,None,,,,,,,,,,1,2024-02-19_10h51.24.677,stroop,2023.2.3,59.95509363493309,2024-02-19 10h51.44.338642 +0100,
,,,,,,,,,,,,5.472597700019833,5.488557800010312,5.488557800010312,5.488557800010312,5.488557800010312,20.371976100024767,space,14.870393899996998,None,1,2024-02-19_10h51.24.677,stroop,2023.2.3,59.95509363493309,2024-02-19 10h51.44.338642 +0100,
