trial_loop.thisRepN,trial_loop.thisTrialN,trial_loop.thisN,trial_loop.thisIndex,stim_word,stim_color,thisRow.t,notes,welcome.started,welcome_txt.started,welcome.stopped,instructions.started,instructions_txt.started,key_resp.started,instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,init_fix.started,circle.started,circle.stopped,init_fix.stopped,stim.started,trial_txt.started,response.started,stim.stopped,response.keys,response.rt,response.duration,isi.started,polygon.started,participant,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,0.009442399983527139,0.013475299987476319,1.0011383999953978,1.001147699978901,1.0179746999929193,1.0179746999929193,1.5351939999964088,return,0.5127665000036359,None,,,,,,,,,,,,,,1,2024-02-19_12h03.09.491,stroop,2023.2.3,60.03305419624143,2024-02-19 12h03.18.030915 +0100,
,,,,,,2.556917699985206,,,,,,,,,,,,1.53521429997636,1.5509134999883827,2.556917699985206,2.534609800000908,2.5512679999810643,2.556917699985206,2.556917699985206,4.051696999988053,left,1.4903209999902174,None,4.052080199995544,,,,,,,,
