thisRow.t,notes,welcome.started,welcome_txt.started,welcome.stopped,instructions.started,instructions_txt.started,key_resp.started,instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,init_fix.started,circle.started,init_fix.stopped,participant,date,expName,psychopyVersion,frameRate,expStart,
,,0.008150700014084578,0.012025100004393607,3.0063017000211403,3.006311100005405,3.023266300006071,3.023266300006071,6.3901542000239715,return,3.353600500005996,None,,,,1,2024-02-19_10h48.44.053,stroop,2023.2.3,59.98415218852253,2024-02-19 10h48.55.626447 +0100,
,,,,,,,,,,,,6.390173700026935,6.4059828000026755,9.404725900007179,,,,,,,
