stim_word,stim_color,trial_loop.thisRepN,trial_loop.thisTrialN,trial_loop.thisN,trial_loop.thisIndex,thisRow.t,notes,welcome.started,welcome_txt.started,welcome.stopped,instructions.started,instructions_txt.started,key_resp.started,instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,init_fix.started,circle.started,circle.stopped,init_fix.stopped,circles_routine.started,click.started,word.started,greencircle.started,redcircle.started,mouse.started,circles_routine.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,participant,date,expName,psychopyVersion,frameRate,expStart,
verde,red,0,9,9,19,2.5407312999886926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2024-02-19_11h47.14.487,stroop,2023.2.3,59.83462905379098,2024-02-19 11h47.19.293643 +0100,
rojo,red,0,10,10,4,2.5407312999886926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2024-02-19_11h47.14.487,stroop,2023.2.3,59.83462905379098,2024-02-19 11h47.19.293643 +0100,
rojo,red,0,11,11,1,2.5407312999886926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2024-02-19_11h47.14.487,stroop,2023.2.3,59.83462905379098,2024-02-19 11h47.19.293643 +0100,
verde,red,0,12,12,16,2.5407312999886926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2024-02-19_11h47.14.487,stroop,2023.2.3,59.83462905379098,2024-02-19 11h47.19.293643 +0100,
rojo,red,0,13,13,2,2.5407312999886926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2024-02-19_11h47.14.487,stroop,2023.2.3,59.83462905379098,2024-02-19 11h47.19.293643 +0100,
rojo,green,0,14,14,5,2.5407312999886926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2024-02-19_11h47.14.487,stroop,2023.2.3,59.83462905379098,2024-02-19 11h47.19.293643 +0100,
rojo,red,0,15,15,3,2.5407312999886926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2024-02-19_11h47.14.487,stroop,2023.2.3,59.83462905379098,2024-02-19 11h47.19.293643 +0100,
verde,green,0,16,16,14,2.5407312999886926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2024-02-19_11h47.14.487,stroop,2023.2.3,59.83462905379098,2024-02-19 11h47.19.293643 +0100,
rojo,green,0,17,17,9,2.5407312999886926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2024-02-19_11h47.14.487,stroop,2023.2.3,59.83462905379098,2024-02-19 11h47.19.293643 +0100,
rojo,red,0,18,18,0,2.5407312999886926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2024-02-19_11h47.14.487,stroop,2023.2.3,59.83462905379098,2024-02-19 11h47.19.293643 +0100,
verde,green,0,19,19,12,2.5407312999886926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2024-02-19_11h47.14.487,stroop,2023.2.3,59.83462905379098,2024-02-19 11h47.19.293643 +0100,
verde,green,1,0,20,12,2.5407312999886926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2024-02-19_11h47.14.487,stroop,2023.2.3,59.83462905379098,2024-02-19 11h47.19.293643 +0100,
rojo,green,1,1,21,8,2.5407312999886926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2024-02-19_11h47.14.487,stroop,2023.2.3,59.83462905379098,2024-02-19 11h47.19.293643 +0100,
verde,green,1,2,22,11,2.5407312999886926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2024-02-19_11h47.14.487,stroop,2023.2.3,59.83462905379098,2024-02-19 11h47.19.293643 +0100,
verde,green,1,3,23,10,2.5407312999886926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2024-02-19_11h47.14.487,stroop,2023.2.3,59.83462905379098,2024-02-19 11h47.19.293643 +0100,
verde,green,1,4,24,14,2.5407312999886926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2024-02-19_11h47.14.487,stroop,2023.2.3,59.83462905379098,2024-02-19 11h47.19.293643 +0100,
verde,red,1,5,25,19,2.5407312999886926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2024-02-19_11h47.14.487,stroop,2023.2.3,59.83462905379098,2024-02-19 11h47.19.293643 +0100,
rojo,green,1,6,26,5,2.5407312999886926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2024-02-19_11h47.14.487,stroop,2023.2.3,59.83462905379098,2024-02-19 11h47.19.293643 +0100,
verde,red,1,7,27,15,2.5407312999886926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2024-02-19_11h47.14.487,stroop,2023.2.3,59.83462905379098,2024-02-19 11h47.19.293643 +0100,
rojo,red,1,8,28,0,2.5407312999886926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2024-02-19_11h47.14.487,stroop,2023.2.3,59.83462905379098,2024-02-19 11h47.19.293643 +0100,
rojo,green,1,9,29,7,2.5407312999886926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2024-02-19_11h47.14.487,stroop,2023.2.3,59.83462905379098,2024-02-19 11h47.19.293643 +0100,
verde,red,1,10,30,16,2.5407312999886926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2024-02-19_11h47.14.487,stroop,2023.2.3,59.83462905379098,2024-02-19 11h47.19.293643 +0100,
rojo,green,1,11,31,9,2.5407312999886926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2024-02-19_11h47.14.487,stroop,2023.2.3,59.83462905379098,2024-02-19 11h47.19.293643 +0100,
rojo,red,1,12,32,3,2.5407312999886926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2024-02-19_11h47.14.487,stroop,2023.2.3,59.83462905379098,2024-02-19 11h47.19.293643 +0100,
rojo,red,1,13,33,1,2.5407312999886926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2024-02-19_11h47.14.487,stroop,2023.2.3,59.83462905379098,2024-02-19 11h47.19.293643 +0100,
verde,red,1,14,34,18,2.5407312999886926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2024-02-19_11h47.14.487,stroop,2023.2.3,59.83462905379098,2024-02-19 11h47.19.293643 +0100,
verde,green,1,15,35,13,2.5407312999886926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2024-02-19_11h47.14.487,stroop,2023.2.3,59.83462905379098,2024-02-19 11h47.19.293643 +0100,
verde,red,1,16,36,17,2.5407312999886926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2024-02-19_11h47.14.487,stroop,2023.2.3,59.83462905379098,2024-02-19 11h47.19.293643 +0100,
rojo,red,1,17,37,2,2.5407312999886926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2024-02-19_11h47.14.487,stroop,2023.2.3,59.83462905379098,2024-02-19 11h47.19.293643 +0100,
rojo,red,1,18,38,4,2.5407312999886926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2024-02-19_11h47.14.487,stroop,2023.2.3,59.83462905379098,2024-02-19 11h47.19.293643 +0100,
rojo,green,1,19,39,6,2.5407312999886926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2024-02-19_11h47.14.487,stroop,2023.2.3,59.83462905379098,2024-02-19 11h47.19.293643 +0100,
rojo,red,2,0,40,0,2.5407312999886926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2024-02-19_11h47.14.487,stroop,2023.2.3,59.83462905379098,2024-02-19 11h47.19.293643 +0100,
rojo,red,2,1,41,4,2.5407312999886926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2024-02-19_11h47.14.487,stroop,2023.2.3,59.83462905379098,2024-02-19 11h47.19.293643 +0100,
verde,red,2,2,42,18,2.5407312999886926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2024-02-19_11h47.14.487,stroop,2023.2.3,59.83462905379098,2024-02-19 11h47.19.293643 +0100,
rojo,green,2,3,43,9,2.5407312999886926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2024-02-19_11h47.14.487,stroop,2023.2.3,59.83462905379098,2024-02-19 11h47.19.293643 +0100,
rojo,green,2,4,44,5,2.5407312999886926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2024-02-19_11h47.14.487,stroop,2023.2.3,59.83462905379098,2024-02-19 11h47.19.293643 +0100,
rojo,green,2,5,45,7,2.5407312999886926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2024-02-19_11h47.14.487,stroop,2023.2.3,59.83462905379098,2024-02-19 11h47.19.293643 +0100,
verde,red,2,6,46,17,2.5407312999886926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2024-02-19_11h47.14.487,stroop,2023.2.3,59.83462905379098,2024-02-19 11h47.19.293643 +0100,
verde,red,2,7,47,19,2.5407312999886926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2024-02-19_11h47.14.487,stroop,2023.2.3,59.83462905379098,2024-02-19 11h47.19.293643 +0100,
verde,green,2,8,48,14,2.5407312999886926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2024-02-19_11h47.14.487,stroop,2023.2.3,59.83462905379098,2024-02-19 11h47.19.293643 +0100,
verde,green,2,9,49,12,2.5407312999886926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2024-02-19_11h47.14.487,stroop,2023.2.3,59.83462905379098,2024-02-19 11h47.19.293643 +0100,
verde,green,2,10,50,11,2.5407312999886926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2024-02-19_11h47.14.487,stroop,2023.2.3,59.83462905379098,2024-02-19 11h47.19.293643 +0100,
rojo,green,2,11,51,6,2.5407312999886926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2024-02-19_11h47.14.487,stroop,2023.2.3,59.83462905379098,2024-02-19 11h47.19.293643 +0100,
rojo,red,2,12,52,2,2.5407312999886926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2024-02-19_11h47.14.487,stroop,2023.2.3,59.83462905379098,2024-02-19 11h47.19.293643 +0100,
rojo,red,2,13,53,1,2.5407312999886926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2024-02-19_11h47.14.487,stroop,2023.2.3,59.83462905379098,2024-02-19 11h47.19.293643 +0100,
verde,red,2,14,54,16,2.5407312999886926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2024-02-19_11h47.14.487,stroop,2023.2.3,59.83462905379098,2024-02-19 11h47.19.293643 +0100,
verde,green,2,15,55,10,2.5407312999886926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2024-02-19_11h47.14.487,stroop,2023.2.3,59.83462905379098,2024-02-19 11h47.19.293643 +0100,
verde,red,2,16,56,15,2.5407312999886926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2024-02-19_11h47.14.487,stroop,2023.2.3,59.83462905379098,2024-02-19 11h47.19.293643 +0100,
rojo,red,2,17,57,3,2.5407312999886926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2024-02-19_11h47.14.487,stroop,2023.2.3,59.83462905379098,2024-02-19 11h47.19.293643 +0100,
rojo,green,2,18,58,8,2.5407312999886926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2024-02-19_11h47.14.487,stroop,2023.2.3,59.83462905379098,2024-02-19 11h47.19.293643 +0100,
verde,green,2,19,59,13,2.5407312999886926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2024-02-19_11h47.14.487,stroop,2023.2.3,59.83462905379098,2024-02-19 11h47.19.293643 +0100,
,,,,,,,,,,,,,,,,,,,,,,2.5340905000048224,2.5407312999886926,2.5407312999886926,2.5407312999886926,2.5407312999886926,0.011916900024516508,7.538017899991246,[],[],[],[],[],[],[],1,2024-02-19_11h47.14.487,stroop,2023.2.3,59.83462905379098,2024-02-19 11h47.19.293643 +0100,
