thisRow.t,notes,welcome.started,welcome_txt.started,welcome_txt.stopped,welcome.stopped,instructions.started,instructions_txt.started,key_resp.started,instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,init_fix.started,polygon.started,polygon_2.started,circle.started,key_resp_2.started,participant,date,expName,psychopyVersion,frameRate,expStart,
,,0.008915899990824983,0.012523699988378212,3.0127194999950007,2.996067200001562,2.99607749999268,3.0127194999950007,3.0127194999950007,3.963648300006753,return,0.9482666999974754,None,,,,,,1,2024-02-19_10h57.52.487,stroop,2023.2.3,59.99829605287917,2024-02-19 10h58.01.257637 +0100,
,,,,,,,,,,,,,3.9636681999836583,3.979195299994899,3.979195299994899,3.979195299994899,3.979195299994899,,,,,,,
