thisRow.t,notes,welcome.started,welcome_txt.started,welcome.stopped,instructions.started,instructions_txt.started,key_resp.started,instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,init_fix.started,circle.started,key_resp_2.started,participant,date,expName,psychopyVersion,frameRate,expStart,
,,0.008934399986173958,0.012486299994634464,3.0022546999971382,3.002263500005938,3.0192944000009447,3.0192944000009447,4.019511899998179,return,0.9964986999984831,None,,,,1,2024-02-19_11h01.56.017,stroop,2023.2.3,60.081097470875775,2024-02-19 11h02.04.029837 +0100,
,,,,,,,,,,,,4.019532100006472,4.035357199987629,4.035357199987629,,,,,,,
