stim_word,stim_color,trial_loop.thisRepN,trial_loop.thisTrialN,trial_loop.thisN,trial_loop.thisIndex,thisRow.t,notes,welcome.started,welcome_txt.started,welcome.stopped,instructions.started,instructions_txt.started,key_resp.started,instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,init_fix.started,circle.started,circle.stopped,init_fix.stopped,stim.started,trial_txt.started,response.started,stim.stopped,response.keys,response.rt,response.duration,isi.started,polygon.started,polygon.stopped,isi.stopped,participant,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,0.008884999988367781,0.01262619998306036,1.00841589999618,1.0084254999819677,1.0252430999826174,1.0252430999826174,1.9924778999993578,return,0.9582368000119459,None,,,,,,,,,,,,,,,,1,2024-02-19_11h24.07.477,stroop,2023.2.3,59.973036123605084,2024-02-19 11h24.16.652020 +0100,
rojo,green,0,0,0,8,3.0080871999962255,,,,,,,,,,,,1.9925105999864172,2.008182899997337,3.0080871999962255,2.9919305999937933,2.9974340999906417,3.0080871999962255,3.0080871999962255,4.475252099975478,left,1.463070300000254,None,4.475682599993888,4.491408100002445,4.991453800001182,4.975316900003236,1,2024-02-19_11h24.07.477,stroop,2023.2.3,59.973036123605084,2024-02-19 11h24.16.652020 +0100,
rojo,red,0,1,1,1,4.991453800001182,,,,,,,,,,,,,,,,4.975528799986932,4.991453800001182,4.991453800001182,5.508587599993916,right,0.5032430999854114,None,5.508804099983536,5.524813099997118,6.024515400000382,6.008330299984664,1,2024-02-19_11h24.07.477,stroop,2023.2.3,59.973036123605084,2024-02-19 11h24.16.652020 +0100,
verde,green,0,2,2,13,6.024515400000382,,,,,,,,,,,,,,,,6.008629799995106,6.024515400000382,6.024515400000382,6.541978099994594,left,0.5063190000073519,None,6.542212500004098,6.557954399992013,7.058045799989486,7.041700399975525,1,2024-02-19_11h24.07.477,stroop,2023.2.3,59.973036123605084,2024-02-19 11h24.16.652020 +0100,
rojo,red,0,3,3,4,7.058045799989486,,,,,,,,,,,,,,,,7.0419192999834195,7.058045799989486,7.058045799989486,7.558554799994454,right,0.48865529999602586,None,7.558829799992964,7.574586499977158,8.074650099995779,8.058397699991474,1,2024-02-19_11h24.07.477,stroop,2023.2.3,59.973036123605084,2024-02-19 11h24.16.652020 +0100,
rojo,green,0,4,4,6,8.074650099995779,,,,,,,,,,,,,,,,8.058629099978134,8.074650099995779,8.074650099995779,8.408480899990536,left,0.32793169998330995,None,8.408697299979394,8.424601299979258,8.924536499980604,8.908365799987223,1,2024-02-19_11h24.07.477,stroop,2023.2.3,59.973036123605084,2024-02-19 11h24.16.652020 +0100,
verde,red,0,5,5,15,8.924536499980604,,,,,,,,,,,,,,,,8.9085774999985,8.924536499980604,8.924536499980604,9.358490899991011,right,0.42232280000462197,None,9.358731299987994,9.374514600000111,9.874566399987089,9.858435200003441,1,2024-02-19_11h24.07.477,stroop,2023.2.3,59.973036123605084,2024-02-19 11h24.16.652020 +0100,
verde,green,0,6,6,14,9.874566399987089,,,,,,,,,,,,,,,,9.858652900002198,9.874566399987089,9.874566399987089,10.291891300003044,left,0.41346020001219586,None,10.292105400003493,10.307961199985584,10.807901899999706,10.791486599977361,1,2024-02-19_11h24.07.477,stroop,2023.2.3,59.973036123605084,2024-02-19 11h24.16.652020 +0100,
rojo,green,0,7,7,7,10.807901899999706,,,,,,,,,,,,,,,,10.791704199975356,10.807901899999706,10.807901899999706,11.674803200003225,left,0.8629793000000063,None,11.675016900000628,11.691084799997043,12.191000999999233,12.174911799986148,1,2024-02-19_11h24.07.477,stroop,2023.2.3,59.973036123605084,2024-02-19 11h24.16.652020 +0100,
verde,red,0,8,8,16,12.191000999999233,,,,,,,,,,,,,,,,12.175113099976443,12.191000999999233,12.191000999999233,12.558329399995273,right,0.3535402999841608,None,12.558547900000121,12.57440419998602,13.074438599986024,13.05793349997839,1,2024-02-19_11h24.07.477,stroop,2023.2.3,59.973036123605084,2024-02-19 11h24.16.652020 +0100,
verde,green,0,9,9,12,13.074438599986024,,,,,,,,,,,,,,,,13.058131099998718,13.074438599986024,13.074438599986024,13.391618599998765,left,0.30833679999341257,None,13.391835199989146,13.437891799985664,,13.907666399987647,1,2024-02-19_11h24.07.477,stroop,2023.2.3,59.973036123605084,2024-02-19 11h24.16.652020 +0100,
rojo,green,0,10,10,5,13.924400899995817,,,,,,,,,,,,,,,,13.907888099987758,13.924400899995817,13.924400899995817,14.27500439999858,left,0.3435470999975223,None,14.275219699979061,14.290975599986268,14.79103649998433,14.779228500003228,1,2024-02-19_11h24.07.477,stroop,2023.2.3,59.973036123605084,2024-02-19 11h24.16.652020 +0100,
verde,green,0,11,11,11,14.79103649998433,,,,,,,,,,,,,,,,14.779436499986332,14.79103649998433,14.79103649998433,15.158304399985354,left,0.3523111999966204,None,15.158521699981065,15.174271500000032,15.674107999977423,15.657910399982939,1,2024-02-19_11h24.07.477,stroop,2023.2.3,59.973036123605084,2024-02-19 11h24.16.652020 +0100,
rojo,green,0,12,12,9,15.674107999977423,,,,,,,,,,,,,,,,15.658124099980341,15.674107999977423,15.674107999977423,15.991354899975704,left,0.30851109998184256,None,15.99158509998233,16.00766149998526,16.5075485999987,16.490975399996387,1,2024-02-19_11h24.07.477,stroop,2023.2.3,59.973036123605084,2024-02-19 11h24.16.652020 +0100,
verde,green,0,13,13,10,16.5075485999987,,,,,,,,,,,,,,,,16.491193900001235,16.5075485999987,16.5075485999987,16.891776799981017,left,0.37961950001772493,None,16.891998899984173,16.907559599989327,17.40756049999618,17.39118489998509,1,2024-02-19_11h24.07.477,stroop,2023.2.3,59.973036123605084,2024-02-19 11h24.16.652020 +0100,
rojo,red,0,14,14,2,17.40756049999618,,,,,,,,,,,,,,,,17.3913884999929,17.40756049999618,17.40756049999618,17.75801729998784,right,0.3391837000090163,None,17.758234599983552,17.77397369997925,18.274222499981988,18.25796829999308,1,2024-02-19_11h24.07.477,stroop,2023.2.3,59.973036123605084,2024-02-19 11h24.16.652020 +0100,
